data,confirmados_arsnorte,confirmados_arscentro,confirmados_arslvt,confirmados_arsalentejo,confirmados_arsalgarve,confirmados_acores,confirmados_madeira,obitos_arsnorte,obitos_arscentro,obitos_arslvt,obitos_arsalentejo,obitos_arsalgarve,obitos_acores,obitos_madeira,confirmados_arsnorte_log,confirmados_arscentro_log,confirmados_arslvt_log,confirmados_arsalentejo_log,confirmados_arsalgarve_log,confirmados_acores_log,confirmados_madeira_log,confirmados_arsnorte_diff,confirmados_arscentro_diff,confirmados_arslvt_diff,confirmados_arsalentejo_diff,confirmados_arsalgarve_diff,confirmados_acores_diff,confirmados_madeira_diff,obitos_arsnorte_log,obitos_arscentro_log,obitos_arslvt_log,obitos_arsalentejo_log,obitos_arsalgarve_log,obitos_acores_log,obitos_madeira_log,obitos_arsnorte_diff,obitos_arscentro_diff,obitos_arslvt_diff,obitos_arsalentejo_diff,obitos_arsalgarve_diff,obitos_acores_diff,obitos_madeira_diff
2020-04-29,14534,3340,5695,214,330,125,86,556,196,195,1,13,12,0,9.584246011176582,8.113726085970747,8.647343875881283,5.365976015021851,5.799092654460526,4.8283137373023015,4.454347296253507,13,51,102,13,0,4,0,6.320768294250582,5.278114659230517,5.272999558563747,0.0,2.5649493574615367,2.4849066497880004,0.0,10,2,10,0,1,2,0
2020-04-30,14726,3389,5815,218,331,127,86,566,198,199,1,13,12,0,9.597369917928662,8.128290171607052,8.668196064952765,5.384495062789089,5.802118375377063,4.844187086458591,4.454347296253507,192,49,120,4,1,2,0,6.338594078203183,5.288267030694535,5.293304824724492,0.0,2.5649493574615367,2.4849066497880004,0.0,10,2,4,0,0,0,0
2020-05-01,14867,3419,5939,218,331,127,86,578,201,202,1,13,12,0,9.60689927061335,8.137103389639302,8.68929604801586,5.384495062789089,5.802118375377063,4.844187086458591,4.454347296253507,141,30,124,0,0,0,0,6.359573868672378,5.303304908059076,5.308267697401205,0.0,2.5649493574615367,2.4849066497880004,0.0,12,3,3,0,0,0,0
2020-05-02,14951,3426,6047,218,331,131,86,585,206,205,1,13,13,0,9.612533466213927,8.139148678884066,8.707317560273212,5.384495062789089,5.802118375377063,4.875197323201151,4.454347296253507,84,7,108,0,0,4,0,6.371611847231857,5.327876168789581,5.3230099791384085,0.0,2.5649493574615367,2.5649493574615367,0.0,7,5,3,0,0,1,0
2020-05-03,15021,3447,6047,218,331,132,86,597,209,210,1,13,13,0,9.617204500998055,8.145259566516865,8.707317560273212,5.384495062789089,5.802118375377063,4.882801922586371,4.454347296253507,70,21,0,0,0,1,0,6.391917113392602,5.342334251964811,5.3471075307174685,0.0,2.5649493574615367,2.5649493574615367,0.0,12,3,5,0,0,0,0
2020-05-04,15141,3478,6136,218,333,132,86,609,209,218,1,13,13,0,9.625161575008372,8.154212694914229,8.721928343047091,5.384495062789089,5.808142489980444,4.882801922586371,4.454347296253507,120,31,89,0,2,0,0,6.411818267709897,5.342334251964811,5.384495062789089,0.0,2.5649493574615367,2.5649493574615367,0.0,12,0,8,0,0,0,0
2020-05-05,15199,3489,6241,220,335,132,86,613,211,223,1,13,13,0,9.628984915196462,8.157370441186774,8.738895704934043,5.393627546352362,5.814130531825066,4.882801922586371,4.454347296253507,58,11,105,2,2,0,0,6.418364935936212,5.351858133476067,5.407171771460119,0.0,2.5649493574615367,2.5649493574615367,0.0,4,2,5,0,0,0,0
2020-05-06,15256,3505,6641,220,342,132,86,623,213,226,1,13,13,0,9.632728147280256,8.16194579946869,8.801017833540714,5.393627546352362,5.834810737062605,4.882801922586371,4.454347296253507,57,16,400,0,7,0,0,6.434546518787453,5.3612921657094255,5.420534999272286,0.0,2.5649493574615367,2.5649493574615367,0.0,10,2,3,0,0,0,0
2020-05-07,15450,3545,6935,220,343,132,90,634,213,230,1,13,14,0,9.645364282325891,8.173293438966228,8.844336332748933,5.393627546352362,5.8377304471659395,4.882801922586371,4.499809670330265,194,40,294,0,1,0,4,6.452048954437226,5.3612921657094255,5.438079308923196,0.0,2.5649493574615367,2.6390573296152584,0.0,11,0,4,0,0,1,0
2020-05-08,15809,3564,7093,232,345,135,90,639,214,233,1,13,14,0,9.668334677096187,8.1786387885907,8.866863661202087,5.44673737166631,5.84354441703136,4.90527477843843,4.499809670330265,359,19,158,12,2,3,0,6.459904454377535,5.365976015021851,5.4510384535657,0.0,2.5649493574615367,2.6390573296152584,0.0,5,1,3,0,0,0,0
2020-05-09,15854,3581,7166,235,345,135,90,645,215,238,1,13,14,0,9.671177113397102,8.183397369998433,8.8771028978649,5.459585514144159,5.84354441703136,4.90527477843843,4.499809670330265,45,17,73,3,0,0,0,6.4692503167957724,5.3706380281276624,5.472270673671475,0.0,2.5649493574615367,2.6390573296152584,0.0,6,1,5,0,0,0,0
2020-05-10,15952,3581,7242,235,346,135,90,648,216,243,1,13,14,0,9.67733949220162,8.183397369998433,8.887652690325586,5.459585514144159,5.846438775057725,4.90527477843843,4.499809670330265,98,0,76,0,1,0,0,6.473890696352274,5.375278407684165,5.493061443340548,0.0,2.5649493574615367,2.6390573296152584,0.0,3,1,5,0,0,0,0
2020-05-11,16008,3545,7316,237,348,135,90,651,216,248,1,14,14,0,9.68084387626357,8.173293438966228,8.897819009510757,5.4680601411351315,5.8522024797744745,4.90527477843843,4.499809670330265,56,-36,74,2,2,0,0,6.478509642208569,5.375278407684165,5.5134287461649825,0.0,2.6390573296152584,2.6390573296152584,0.0,3,0,5,0,1,0,0
2020-05-12,16053,3553,7494,238,350,135,90,660,219,254,1,14,15,0,9.683651026979414,8.175547596021026,8.921857979353632,5.472270673671475,5.857933154483459,4.90527477843843,4.499809670330265,45,8,178,1,2,0,0,6.492239835020471,5.389071729816501,5.537334267018537,0.0,2.6390573296152584,2.70805020110221,0.0,9,3,6,0,0,1,0
2020-05-13,16112,3559,7647,238,351,135,90,667,221,257,1,14,15,0,9.687319614958344,8.177234885510194,8.942068693044225,5.472270673671475,5.860786223465865,4.90527477843843,4.499809670330265,59,6,153,0,1,0,0,6.502790045915623,5.3981627015177525,5.54907608489522,0.0,2.6390573296152584,2.70805020110221,0.0,7,2,3,0,0,0,0
2020-05-14,16166,3569,7767,238,354,135,90,674,221,259,1,14,15,0,9.69066555029379,8.18004072349016,8.957639268419648,5.472270673671475,5.869296913133774,4.90527477843843,4.499809670330265,54,10,120,0,3,0,0,6.513230110912307,5.3981627015177525,5.556828061699537,0.0,2.6390573296152584,2.70805020110221,0.0,7,0,2,0,0,0,0
2020-05-15,16214,3598,7951,240,355,135,90,677,221,262,1,14,15,0,9.693630345547652,8.188133414510478,8.981052985901483,5.480638923341991,5.872117789475416,4.90527477843843,4.499809670330265,48,29,184,2,1,0,0,6.517671272912275,5.3981627015177525,5.568344503761097,0.0,2.6390573296152584,2.70805020110221,0.0,3,0,3,0,0,0,0
2020-05-16,16282,3609,8097,241,356,135,90,684,221,267,1,15,15,0,9.697815482133922,8.19118600464279,8.999248901686114,5.484796933490655,5.87493073085203,4.90527477843843,4.499809670330265,68,11,146,1,1,0,0,6.52795791762255,5.3981627015177525,5.58724865840025,0.0,2.70805020110221,2.70805020110221,0.0,7,0,5,0,1,0,0
2020-05-17,16352,3626,8235,242,356,135,90,693,221,273,1,15,15,0,9.702105493003431,8.195885391314796,9.016148642611741,5.488937726156687,5.87493073085203,4.90527477843843,4.499809670330265,70,17,138,1,0,0,0,6.541029999189903,5.3981627015177525,5.60947179518496,0.0,2.70805020110221,2.70805020110221,0.0,9,0,6,0,0,0,0
2020-05-18,16396,3628,8361,243,356,135,90,698,223,279,1,15,15,0,9.704792681624228,8.196436811235028,9.031333316150057,5.493061443340548,5.87493073085203,4.90527477843843,4.499809670330265,44,2,126,1,0,0,0,6.548219102762372,5.407171771460119,5.631211781821365,0.0,2.70805020110221,2.70805020110221,0.0,5,2,6,0,0,0,0
2020-05-19,16472,3644,8490,245,356,135,90,707,227,282,1,15,15,0,9.709417248707625,8.200837258379849,9.046644279305394,5.501258210544727,5.87493073085203,4.90527477843843,4.499809670330265,76,16,129,2,0,0,0,6.561030665896573,5.424950017481403,5.641907070938114,0.0,2.70805020110221,2.70805020110221,0.0,9,4,3,0,0,0,0
2020-05-20,16488,3655,8688,248,356,135,90,713,230,289,1,15,15,0,9.710388122570295,8.203851372183879,9.069698042173716,5.5134287461649825,5.87493073085203,4.90527477843843,4.499809670330265,16,11,198,3,0,0,0,6.569481420414296,5.438079308923196,5.666426688112432,0.0,2.70805020110221,2.70805020110221,0.0,6,3,7,0,0,0,0
2020-05-21,16540,3662,8878,250,357,135,90,717,232,297,1,15,15,0,9.713536968577682,8.205764725234456,9.09133158539398,5.521460917862246,5.877735781779639,4.90527477843843,4.499809670330265,52,7,190,2,1,0,0,6.57507584059962,5.44673737166631,5.6937321388027,0.0,2.70805020110221,2.70805020110221,0.0,4,2,8,0,0,0,0
2020-05-22,16596,3664,9106,251,358,135,90,725,233,300,1,15,15,0,9.716916981452759,8.20631072579402,9.116688815894728,5.5254529391317835,5.8805329864007,4.90527477843843,4.499809670330265,56,2,228,1,1,0,0,6.586171654854675,5.4510384535657,5.703782474656201,0.0,2.70805020110221,2.70805020110221,0.0,8,1,3,0,0,0,0
2020-05-23,16664,3676,9292,253,361,135,90,732,230,309,1,15,15,0,9.721005982940808,8.209580483475577,9.1369090938903,5.53338948872752,5.8888779583328805,4.90527477843843,4.499809670330265,68,12,186,2,3,0,0,6.595780513961311,5.438079308923196,5.733341276897746,0.0,2.70805020110221,2.70805020110221,0.0,7,-3,9,0,0,0,0
2020-05-24,16678,3683,9423,253,361,135,90,738,231,316,1,15,15,0,9.72184576464693,8.211482916445066,9.150908788206756,5.53338948872752,5.8888779583328805,4.90527477843843,4.499809670330265,14,7,131,0,0,0,0,6.6039438246004725,5.442417710521793,5.755742213586912,0.0,2.70805020110221,2.70805020110221,0.0,6,1,7,0,0,0,0
2020-05-25,16699,3683,9567,253,361,135,90,744,233,322,1,15,15,0,9.723104116372433,8.211482916445066,9.166074955678168,5.53338948872752,5.8888779583328805,4.90527477843843,4.499809670330265,21,0,144,0,0,0,0,6.612041034833092,5.4510384535657,5.7745515455444085,0.0,2.70805020110221,2.70805020110221,0.0,6,2,6,0,0,0,0
2020-05-26,16697,3690,9778,254,363,135,90,752,234,325,1,15,15,0,9.722984341548957,8.213381737034572,9.187890243138591,5.537334267018537,5.8944028342648505,4.90527477843843,4.499809670330265,-2,7,211,1,2,0,0,6.62273632394984,5.455321115357702,5.783825182329737,0.0,2.70805020110221,2.70805020110221,0.0,8,1,3,0,0,0,0
2020-05-27,16703,3690,10055,256,363,135,90,755,235,335,1,15,15,0,9.723343622989947,8.213381737034572,9.215825302206753,5.545177444479562,5.8944028342648505,4.90527477843843,4.499809670330265,6,0,277,2,0,0,0,6.626717749249025,5.459585514144159,5.814130531825066,0.0,2.70805020110221,2.70805020110221,0.0,3,1,10,0,0,0,0
2020-05-28,16718,3710,10320,257,366,135,90,761,237,340,1,15,15,0,9.7242412622591,8.21878715560148,9.241839039035554,5.54907608489522,5.902633333401366,4.90527477843843,4.499809670330265,15,20,265,1,3,0,0,6.634633357861686,5.4680601411351315,5.8289456176102075,0.0,2.70805020110221,2.70805020110221,0.0,6,2,5,0,0,0,0
2020-05-29,16725,3728,10643,259,366,135,90,769,237,346,1,15,15,0,9.724659884996429,8.223627175805483,9.272657678041044,5.556828061699537,5.902633333401366,4.90527477843843,4.499809670330265,7,18,323,2,0,0,0,6.645090969505644,5.4680601411351315,5.846438775057725,0.0,2.70805020110221,2.70805020110221,0.0,8,0,6,0,0,0,0
2020-05-30,16739,3739,10874,259,367,135,90,773,238,354,1,15,15,0,9.72549660510262,8.226573474977114,9.294129897705867,5.556828061699537,5.905361848054571,4.90527477843843,4.499809670330265,14,11,231,0,1,0,0,6.650279048587422,5.472270673671475,5.869296913133774,0.0,2.70805020110221,2.70805020110221,0.0,4,1,8,0,0,0,0
2020-05-31,16760,3744,11142,259,370,135,90,784,238,357,1,15,15,0,9.726750374036074,8.227909837597483,9.31847703058076,5.556828061699537,5.91350300563827,4.90527477843843,4.499809670330265,21,5,268,0,3,0,0,6.664409020350408,5.472270673671475,5.877735781779639,0.0,2.70805020110221,2.70805020110221,0.0,11,0,3,0,0,0,0
2020-06-01,16760,3747,11335,259,372,137,90,791,239,363,1,15,15,0,9.726750374036074,8.228710798793687,9.335650562941629,5.556828061699537,5.918893854273146,4.919980925828125,4.499809670330265,0,3,193,0,2,2,0,6.673297967767654,5.476463551931511,5.8944028342648505,0.0,2.70805020110221,2.70805020110221,0.0,7,1,6,0,0,0,0
2020-06-02,16789,3753,11493,260,372,137,91,795,240,370,1,15,15,0,9.728479189036397,8.23031079913502,9.349493433368758,5.560681631015528,5.918893854273146,4.919980925828125,4.51085950651685,29,6,158,1,0,0,1,6.678342114654332,5.480638923341991,5.91350300563827,0.0,2.70805020110221,2.70805020110221,0.0,4,1,7,0,0,0,0
2020-06-03,16804,3765,11828,260,376,138,90,796,240,380,1,15,15,0,9.729372232289272,8.233503140233994,9.378224880972368,5.560681631015528,5.929589143389895,4.927253685157205,4.499809670330265,15,12,335,0,4,1,-1,6.679599185844383,5.480638923341991,5.940171252720432,0.0,2.70805020110221,2.70805020110221,0.0,1,0,10,0,0,0,0
2020-06-04,16819,3770,12137,262,376,138,90,801,240,383,1,15,15,0,9.730264478727433,8.234830280442056,9.404013917106361,5.568344503761097,5.929589143389895,4.927253685157205,4.499809670330265,15,5,309,2,0,0,0,6.68586094706836,5.480638923341991,5.948034989180646,0.0,2.70805020110221,2.70805020110221,0.0,5,0,3,0,0,0,0
2020-06-05,16834,3789,12473,263,380,140,90,803,244,387,1,15,15,0,9.731155929771521,8.239857411018601,9.431321587125709,5.572154032177765,5.940171252720432,4.941642422609304,4.499809670330265,15,19,336,1,4,2,0,6.688354713946762,5.497168225293202,5.958424693029782,0.0,2.70805020110221,2.70805020110221,0.0,2,4,4,0,0,0,0
2020-06-06,16855,3799,12818,266,382,141,90,804,244,395,1,15,15,0,9.732402627668161,8.242493153187626,9.458605712064172,5.583496308781699,5.945420608606575,4.948759890378168,4.499809670330265,21,10,345,3,2,1,0,6.6895992691789665,5.497168225293202,5.978885764901122,0.0,2.70805020110221,2.70805020110221,0.0,1,0,8,0,0,0,0
2020-06-07,16909,3823,13073,268,389,141,90,806,244,398,1,15,15,0,9.735601303538429,8.248790733696413,9.47830431356186,5.5909869805108565,5.963579343618446,4.948759890378168,4.499809670330265,54,24,255,2,7,0,0,6.692083742506628,5.497168225293202,5.986452005284438,0.0,2.70805020110221,2.70805020110221,0.0,2,0,3,0,0,0,0
2020-06-08,16948,3826,13222,268,389,142,90,807,244,403,1,15,15,0,9.73790511174645,8.249575150000199,9.489637387893524,5.5909869805108565,5.963579343618446,4.955827057601261,4.499809670330265,39,3,149,0,0,1,0,6.693323668269949,5.497168225293202,5.998936561946683,0.0,2.70805020110221,2.70805020110221,0.0,1,0,5,0,0,0,0
2020-06-09,16967,3837,13608,273,389,142,90,809,244,408,1,15,15,0,9.73902556004294,8.252446090246952,9.518413134075697,5.60947179518496,5.963579343618446,4.955827057601261,4.499809670330265,19,11,386,5,0,0,0,6.695798917058491,5.497168225293202,6.0112671744041615,0.0,2.70805020110221,2.70805020110221,0.0,2,0,5,0,0,0,0
2020-06-10,16988,3837,13878,274,391,142,90,809,245,412,1,15,15,0,9.740262491433162,8.252446090246952,9.538060131459494,5.6131281063880705,5.968707559985366,4.955827057601261,4.499809670330265,21,0,270,1,2,0,0,6.695798917058491,5.501258210544727,6.021023349349527,0.0,2.70805020110221,2.70805020110221,0.0,0,1,4,0,0,0,0
2020-06-11,17007,3841,14161,277,391,143,90,810,246,417,1,15,15,0,9.741380302992413,8.253488028345904,9.55824698622306,5.6240175061873385,5.968707559985366,4.962844630259907,4.499809670330265,19,4,283,3,0,1,0,6.697034247666484,5.5053315359323625,6.0330862217988015,0.0,2.70805020110221,2.70805020110221,0.0,1,1,5,0,0,0,0
2020-06-12,17024,3846,14407,277,393,143,90,811,246,417,1,15,15,0,9.742379392141371,8.254788926148725,9.575469478561473,5.6240175061873385,5.973809611869261,4.962844630259907,4.499809670330265,17,5,246,0,2,0,0,6.698268054115413,5.5053315359323625,6.0330862217988015,0.0,2.70805020110221,2.70805020110221,0.0,1,0,0,0,0,0,0
2020-06-13,17066,3868,14622,281,393,143,90,812,246,422,2,15,15,0,9.744843459096531,8.260492856573185,9.590282522853261,5.638354669333745,5.973809611869261,4.962844630259907,4.499809670330265,42,22,215,4,0,0,0,6.699500340161678,5.5053315359323625,6.045005314036012,0.6931471805599453,2.70805020110221,2.70805020110221,0.0,1,0,5,1,0,0,0
2020-06-14,17078,3874,14828,282,395,143,90,812,246,427,2,15,15,0,9.745546364467552,8.262042843966942,9.604272564270623,5.641907070938114,5.978885764901122,4.962844630259907,4.499809670330265,12,6,206,1,2,0,0,6.699500340161678,5.5053315359323625,6.056784013228625,0.6931471805599453,2.70805020110221,2.70805020110221,0.0,0,0,5,0,0,0,0
2020-06-15,17097,3892,15128,287,399,143,90,813,246,429,2,15,15,0,9.74665828850311,8.266678443305896,9.624302610338294,5.659482215759621,5.988961416889864,4.962844630259907,4.499809670330265,19,18,300,5,4,0,0,6.70073110954781,5.5053315359323625,6.061456918928017,0.6931471805599453,2.70805020110221,2.70805020110221,0.0,1,0,2,0,0,0,0
2020-06-16,17141,3904,15364,287,407,143,90,813,246,431,2,15,15,0,9.749228533507058,8.269756947532983,9.639782389465795,5.659482215759621,6.008813185442595,4.962844630259907,4.499809670330265,44,12,236,0,8,0,0,6.70073110954781,5.5053315359323625,6.066108090103747,0.6931471805599453,2.70805020110221,2.70805020110221,0.0,0,0,2,0,0,0,0
2020-06-17,17179,3913,15646,288,413,143,90,813,246,432,2,15,15,0,9.751442986626445,8.272059622210412,9.657970572245025,5.662960480135946,6.023447592961033,4.962844630259907,4.499809670330265,38,9,282,1,6,0,0,6.70073110954781,5.5053315359323625,6.068425588244111,0.6931471805599453,2.70805020110221,2.70805020110221,0.0,0,0,1,0,0,0,0
2020-06-18,17208,3934,15971,295,448,143,90,813,246,433,2,15,15,0,9.753129670947565,8.277411998949004,9.67852985665631,5.68697535633982,6.104793232414985,4.962844630259907,4.499809670330265,29,21,325,7,35,0,0,6.70073110954781,5.5053315359323625,6.07073772800249,0.6931471805599453,2.70805020110221,2.70805020110221,0.0,0,0,1,0,0,0,0
2020-06-19,17236,3955,16255,304,480,143,91,813,247,435,2,15,15,0,9.75475549873573,8.282735880201754,9.696155832738006,5.717027701406222,6.173786103901937,4.962844630259907,4.51085950651685,28,21,284,9,32,0,1,6.70073110954781,5.5093883366279774,6.075346031088684,0.6931471805599453,2.70805020110221,2.70805020110221,0.0,0,1,2,0,0,0,0
2020-06-20,17242,3966,16537,363,499,143,91,814,247,435,2,15,15,0,9.75510354676987,8.285513309079741,9.713355573650196,5.8944028342648505,6.212606095751519,4.962844630259907,4.51085950651685,6,11,282,59,19,0,0,6.70196036600254,5.5093883366279774,6.075346031088684,0.6931471805599453,2.70805020110221,2.70805020110221,0.0,1,0,0,0,0,0,0
